X,Y,OBJECTID,MODULENAME,CASENUMBER,PROJECTNAME,SPATIALTYPE,APPLY_DATE,COMPLETE_DATE,EXPIRE_DATE,STATUS,DESCRIPTION,CASENAME,WORKCLASS_NAME,AFFORDABLE_HOUSING
-118.3772868,33.92805062,2029,PlanManagement,RPPL2016001413,,Address,2016/03/17 00:00:00+00,2016/03/23 00:00:00+00,,Approved,"RPPL20160014135518 WEST 117TH PLACEAPN 4140-003-006?	Approved for the legalization 724 sq ft detached four-car garage and attached 81 sq ft covered patio for an existing single family residence.?	The shed and portion of the unpermitted patio cover will be removed.?	Maintain height and yard setbacks as indicated on the plans?	The four car garage must be maintained accessible for the parking and storing of bikes and vehicles only. ?	No oak tree encroachments or removals are proposed or authorized.  ?	No grading is proposed or authorized.?	Comply with Green Building requirements as per the Department of Public Works Building and Safety.?	Obtain all approvals and permits necessary from the County of Los Angeles, including but not limited to the Department of Public Works Building and Safety. These must be obtained prior to expiration of DRP＊s approval.?	Changes to this approval require additional DRP review and fees and may be subject to additional requirements.Approved: March 23, 2016Expires: March 23, 2018    DO NOT REMOVE",Permits & Reviews,Site Plan Review - Ministerial,
-117.9801188,33.97826927,2030,PlanManagement,RPPL2016001414,,Address,2016/03/17 00:00:00+00,2016/03/22 00:00:00+00,,Approved,"?	Plans approved for the following:?	1). A. 588 sq. ft. detached patio cover.?	2). A 168 sq. ft. detached patio cover. ?	Maintain setbacks and elevations as shown.?	Existing use on the property is a single family residence.?	Proposed patio cover shall remain permanently unenclosed on at least two sides.?	Green building and LID requirements may be applicable to the satisfaction of the Department of Public Works.?	No oak trees are depicted on plans.?	No grading is proposed or authorized.?	Changes to this approval require additional DRP review and fees.?	Obtain building permits from the Department of Public Works, Building and Safety Division.",Permits & Reviews,Site Plan Review - Ministerial,
-117.9119184,34.0154506,2031,PlanManagement,RPPL2016001415,,Address,2016/03/17 00:00:00+00,2016/03/28 00:00:00+00,,Approved,"?	Plans approved for the  following:?	1). To convert the existing 232 sq. ft. attached garage into a bedroom and a bath room. ?	2). A 363 sq. attached carport addition to the existing single family residence. ?	3). A 34 sq. ft. laundry room. ?	Existing use on the property is one single family residence.?	The new additions to the single family residence must maintain a minimum 20 feet front yard setback, 5 feet side yard setbacks, and 15 feet rear yard setback.  ?	The new residential additions shall have direct interior access to the existing single family residence.  The connections shall remain open from floor to ceiling.   ?	Maintain height as shown on the plans.  The single family residence cannot exceed a maximum height of 35 feet.?	Maintain a minimum 6ft. separation between assessor structures.?	The proposed shall be conveniently accessible and permanently maintained exclusively for the parking of vehicles.?	No changes are proposed to the existing driveway or curbcut. ?	A minimum 10 feet paved driveway must be maintained for access to required parking.?	The maximum fence/wall height within the required front yard setback is 3 feet 6 inches, and within the side and rear yard setbacks is 6 feet.  ?	Green building and LID requirements may be applicable to the satisfaction of the Department of Public Works.?	No oak trees are shown on the plans.  No oak tree encroachment is proposed or authorized. ?	No grading is proposed or authorized.  ?	Changes to this approval require additional Department of Regional Planning (DRP) review and fees, and may be subject to the Green Building Program.  ?	The legality of existing structures has not been verified.  ?	Obtain building permits from the Department of Public Works, Building and Safety Division.	",Permits & Reviews,Site Plan Review - Ministerial,
-118.1071475,34.17116178,2032,PlanManagement,RPPL2016001416,,Address,2016/03/17 00:00:00+00,2017/02/27 00:00:00+00,,Approved,"1316 sf addition: new kitchen, living room on first floor: new utility room, office, master bathroom, master bedroom on second floor. New 221 sf deck on 1st floor and new 136 sf deck on 1st floor. Minimal remodel to existing house for structural support.",Permits & Reviews,Site Plan Review - Ministerial,
-118.10276,34.17989845,2033,PlanManagement,RPPL2016001417,,Address,2016/03/17 00:00:00+00,2017/02/23 00:00:00+00,,Approved,"New addition to SFD. New family room, new laundry room, new master bedroom, (n) walk in closet, + master bedroom, remodel (e) kitchen + (e) dining area. Replace (e) AC, driveway w/ concrete driveway, re-roof existing to match new material. Separate application for garage",Permits & Reviews,Site Plan Review - Ministerial,
-118.4790094,34.44251821,2034,PlanManagement,RPPL2016001418,,Address,2016/03/17 00:00:00+00,2016/03/17 00:00:00+00,2018/03/17 00:00:00+00,Approved,Approved for attached aluminum patio cover,Referrals & Letters,Zoning Conformance Review,
-118.2677326,33.9057737,2035,PlanManagement,RPPL2016001420,,Address,2016/03/17 00:00:00+00,2016/06/01 00:00:00+00,,Approved,672 sq ft addition,Permits & Reviews,Site Plan Review - Ministerial,
-118.1069678,34.13858996,2036,PlanManagement,RPPL2016001419,,Address,2016/03/17 00:00:00+00,2016/04/26 00:00:00+00,2018/04/26 00:00:00+00,Approved,"Renovation of SFR including kitchen, laundry, living, bedrooms, bathrooms, MEP, windows, partial roof structural upgrade, legalization of 40 sf of existing covered porch (stairwell)",Referrals & Letters,Zoning Conformance Review,
-118.1643037,34.04400403,2037,PlanManagement,RPPL2016001421,,Address,2016/03/17 00:00:00+00,2016/04/27 00:00:00+00,,Approved,NEW USED CAR LOT,Permits & Reviews,Site Plan Review - Ministerial,
-118.4036503,34.29259639,2038,PlanManagement,RPPL2016001422,,Address,2016/03/17 00:00:00+00,,,New,,Referrals & Letters,DMV Referral,
-118.6231527,34.49650846,2041,PlanManagement,RPPL2016001423,,Address,2016/03/17 00:00:00+00,2017/01/12 00:00:00+00,,Approved,Signs,Permits & Reviews,Site Plan Review - Ministerial,
-118.8845507,34.07569102,2042,PlanManagement,RPPL2016001424,,Address,2016/03/17 00:00:00+00,2016/07/25 00:00:00+00,,Recorded,,Permits & Reviews,Certificate of Compliance,
-118.8811906,34.07697888,2043,PlanManagement,RPPL2016001425,,Address,2016/03/17 00:00:00+00,2016/07/25 00:00:00+00,,Recorded,COC ,Permits & Reviews,Certificate of Compliance,
-118.161632,34.19395275,2044,PlanManagement,RPPL2016001427,,Address,2016/03/17 00:00:00+00,2017/01/18 00:00:00+00,,Withdrawn,COC ,Permits & Reviews,Certificate of Compliance,
-118.3646887,33.91393119,2061,PlanManagement,RPPL2016001430,,Address,2016/03/21 00:00:00+00,2016/04/20 00:00:00+00,,Approved,600 sq ft addition to existing sfr 154 sq ft attached covered patio and 18 sq ft front porch,Referrals & Letters,Zoning Conformance Review,
-118.1824613,34.0427956,2063,PlanManagement,RPPL2016001431,,Address,2016/03/21 00:00:00+00,2016/04/20 00:00:00+00,,Approved,NEW 204 SF REAR BATHROOM ADDITION.,Referrals & Letters,Zoning Conformance Review,
-118.0379664,34.03241639,2064,PlanManagement,RPPL2016001432,,Address,2016/03/21 00:00:00+00,2016/05/23 00:00:00+00,,Approved,sign - 24.31 square feet monument sign.,Permits & Reviews,Site Plan Review - Ministerial,
-118.2478897,33.96990575,2065,PlanManagement,RPPL2016001433,,Address,2016/03/21 00:00:00+00,2016/05/03 00:00:00+00,,Approved,New canopy to (e) commercial and restripe parking lot,Referrals & Letters,Zoning Conformance Review,
-118.0245812,34.1021438,2066,PlanManagement,RPPL2016001434,,Address,2016/03/21 00:00:00+00,2016/04/26 00:00:00+00,2018/04/26 00:00:00+00,Approved,Add one bedroom and one bathroom to existing single family house. Remodel existing kitchen and bathroom.,Referrals & Letters,Zoning Conformance Review,
-118.0566475,33.97956375,2067,PlanManagement,RPPL2016001435,,Address,2016/03/21 00:00:00+00,2016/04/18 00:00:00+00,2018/04/18 00:00:00+00,Approved,legalize bay window; new porch,Referrals & Letters,Zoning Conformance Review,
-117.971035,33.99739159,2068,PlanManagement,RPPL2016001436,,Address,2016/03/21 00:00:00+00,2016/04/05 00:00:00+00,2018/04/05 00:00:00+00,Approved,1269 Sq ft ROOM ADDITION,Permits & Reviews,Site Plan Review - Ministerial,
-117.9041467,34.09872303,2070,PlanManagement,RPPL2016001437,,Address,2016/03/21 00:00:00+00,2019/11/05 00:00:00+00,,Denied,Legalize open patio 224.22 sf),Referrals & Letters,Zoning Conformance Review,
-118.0985109,34.13864032,2153,PlanManagement,RPPL2016001439,,Address,2016/03/21 00:00:00+00,2016/08/08 00:00:00+00,,Approved,Renovating existing space and additing addition with bedrooms.,Referrals & Letters,Zoning Conformance Review,
-118.2880919,33.84229534,2165,PlanManagement,RPPL2016001440,,Address,2016/03/21 00:00:00+00,2016/08/30 00:00:00+00,,Completed,"Dance, entertainment, public eating-201500056 approved the continued sale of beer and wine in  a temporary tent for the annual Oktoberfest event. This CUP requires that the permittee submit an annual plot plan for the Oktoberfest temporary tent. Plot Plan 2016002545 approved a temporary tent for the 2016 event with a maximum occupancy 2157",Referrals & Letters,Business License Referral,
-118.2893246,33.84223149,2166,PlanManagement,RPPL2016001440,,Address,2016/03/21 00:00:00+00,2016/08/30 00:00:00+00,,Completed,"Dance, entertainment, public eating-201500056 approved the continued sale of beer and wine in  a temporary tent for the annual Oktoberfest event. This CUP requires that the permittee submit an annual plot plan for the Oktoberfest temporary tent. Plot Plan 2016002545 approved a temporary tent for the 2016 event with a maximum occupancy 2157",Referrals & Letters,Business License Referral,
-118.2971767,33.73955883,2167,PlanManagement,RPPL2016001441,,Address,2016/03/21 00:00:00+00,2016/05/19 00:00:00+00,,Completed,apartments 16+ units are allowed in R-3 zone. ,Referrals & Letters,Business License Referral,
-117.8862022,33.99571832,2168,PlanManagement,RPPL2016001442,,Address,2016/03/21 00:00:00+00,2016/04/12 00:00:00+00,,Approved,Replace 12 panel antennas and other equipment,Permits & Reviews,Revised Exhibit "A",
-118.0604551,33.98721343,2169,PlanManagement,RPPL2016001443,,Address,2016/03/21 00:00:00+00,2016/05/12 00:00:00+00,,Completed,Laundrette - Previous approved 09/23/99,Referrals & Letters,Business License Referral,
-118.886399,34.81684233,2170,PlanManagement,RPPL2016001444,,Address,2016/03/21 00:00:00+00,2016/06/15 00:00:00+00,,Approved,Interior & Exterior Improvements of the Flying J Truck Stop in Fraizier Park,Permits & Reviews,Revised Exhibit "A",
-118.886399,34.81684233,2171,PlanManagement,RPPL2016001445,,Address,2016/03/21 00:00:00+00,2016/06/15 00:00:00+00,,Void,Interior & Exterior Improvements,Permits & Reviews,CUP,
-118.1660719,34.02861307,2172,PlanManagement,RPPL2016001446,,Address,2016/03/21 00:00:00+00,,2017/05/07 00:00:00+00,Expired,FOUR LOT SUBDIVISION FOR RESIDENTIAL HOMES.,Land Division,Parcel Map,
-118.1559955,34.21194238,2173,PlanManagement,RPPL2016001447,87044,Address,2016/03/21 00:00:00+00,2016/03/24 00:00:00+00,,Approved,"This Revised Exhibit ＆A＊ approves the following for the above referenced project:?	A pool and spa. ? 	Installation of a BBQ pit?	A fire pit",Referrals & Letters,Zoning Conformance Review,
-118.2238282,34.20812183,2175,PlanManagement,RPPL2016001448,,Address,2016/03/22 00:00:00+00,2016/06/20 00:00:00+00,,Approved,"Addition- master bedroom, bathroom, family room.Extension- kitchen and bedroom",Permits & Reviews,Site Plan Review - Ministerial,
-118.1071435,34.18488492,2178,PlanManagement,RPPL2016001450,,Address,2016/03/22 00:00:00+00,2017/02/16 00:00:00+00,2019/02/16 00:00:00+00,Approved,First and second floor addition. ,Permits & Reviews,Site Plan Review - Ministerial,
-118.1071435,34.18488492,2179,PlanManagement,RPPL2016001452,,Address,2016/03/22 00:00:00+00,2017/02/16 00:00:00+00,,Approved,This case requires a public hearing. Remove one oak tree & encroaching into second tree by permitting a deck under the tree. (foothing work & reenforcement might occur including removing & replacing the deck),Permits & Reviews,Oak Tree Permit - Administrative,
